#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
p53 signaling pathway	KEGG PATHWAY	ssc04115	7	71	0.592487232005	1.0	ENSSSCG00000035249|ENSSSCG00000037066|ENSSSCG00000038783|ENSSSCG00000004390|ENSSSCG00000004789|ENSSSCG00000017024|ENSSSCG00000001565	http://www.genome.jp/kegg-bin/show_pathway?ssc04115/ssc:100623143%09red/ssc:100523876%09red/ssc:448812%09red/ssc:492313%09red/ssc:733669%09red/ssc:100152997%09red/ssc:595110%09red
GnRH signaling pathway	KEGG PATHWAY	ssc04912	9	92	0.599262368373	1.0	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000014362|ENSSSCG00000002829|ENSSSCG00000000084|ENSSSCG00000017101|ENSSSCG00000007058|ENSSSCG00000010311|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04912/ssc:574062%09red/ssc:100144302%09red/ssc:397394%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:397391%09red/ssc:100516166%09red/ssc:397564%09red/ssc:100626014%09red
Longevity regulating pathway	KEGG PATHWAY	ssc04211	9	92	0.599262368373	1.0	ENSSSCG00000039103|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000018045|ENSSSCG00000004390|ENSSSCG00000017101|ENSSSCG00000016200|ENSSSCG00000029275|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04211/ssc:100523876%09red/ssc:100144302%09red/ssc:100525780%09red/ssc:100522979%09red/ssc:397149%09red/ssc:100511937%09red/ssc:397013%09red/ssc:100517503%09red/ssc:397660%09red
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	KEGG PATHWAY	ssc00532	2	20	0.617823078027	1.0	ENSSSCG00000012265|ENSSSCG00000011625	http://www.genome.jp/kegg-bin/show_pathway?ssc00532/ssc:100521649%09red/ssc:100519444%09red
Thyroid hormone signaling pathway	KEGG PATHWAY	ssc04919	11	115	0.627293805869	1.0	ENSSSCG00000001716|ENSSSCG00000007058|ENSSSCG00000027550|ENSSSCG00000016192|ENSSSCG00000003909|ENSSSCG00000006391|ENSSSCG00000022383|ENSSSCG00000001440|ENSSSCG00000006328|ENSSSCG00000025176|ENSSSCG00000015084	http://www.genome.jp/kegg-bin/show_pathway?ssc04919/ssc:100627099%09red/ssc:541593%09red/ssc:102158881%09red/ssc:100511937%09red/ssc:100516581%09red/ssc:100144522%09red/ssc:445465%09red/ssc:100738282%09red/ssc:396828%09red/ssc:397555%09red/ssc:397119%09red
Aldosterone-regulated sodium reabsorption	KEGG PATHWAY	ssc04960	4	42	0.627426765063	1.0	ENSSSCG00000028923|ENSSSCG00000003909|ENSSSCG00000015084|ENSSSCG00000006391	http://www.genome.jp/kegg-bin/show_pathway?ssc04960/ssc:100511937%09red/ssc:541593%09red/ssc:100627971%09red/ssc:396828%09red
Salmonella infection	KEGG PATHWAY	ssc05132	8	84	0.627537635087	1.0	ENSSSCG00000016578|ENSSSCG00000008629|ENSSSCG00000030260|ENSSSCG00000032343|ENSSSCG00000014369|ENSSSCG00000028758|ENSSSCG00000032693|ENSSSCG00000012955	http://www.genome.jp/kegg-bin/show_pathway?ssc05132/ssc:100521540%09red/ssc:574062%09red/ssc:100037938%09red/ssc:100621523%09red/ssc:100518997%09red/ssc:397303%09red/ssc:100515857%09red/ssc:397445%09red
Gastric acid secretion	KEGG PATHWAY	ssc04971	7	74	0.632948117386	1.0	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000006391|ENSSSCG00000007231|ENSSSCG00000017101|ENSSSCG00000007058|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04971/ssc:397394%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:396828%09red/ssc:100524288%09red/ssc:100516166%09red/ssc:100626014%09red
Adherens junction	KEGG PATHWAY	ssc04520	7	74	0.632948117386	1.0	ENSSSCG00000038323|ENSSSCG00000000504|ENSSSCG00000010494|ENSSSCG00000010144|ENSSSCG00000025652|ENSSSCG00000010313|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc04520/ssc:100512951%09red/ssc:100156181%09red/ssc:100157406%09red/ssc:100153151%09red/ssc:100048953%09red/ssc:100519531%09red/ssc:396974%09red
Basal cell carcinoma	KEGG PATHWAY	ssc05217	5	53	0.633600695984	1.0	ENSSSCG00000009045|ENSSSCG00000000443|ENSSSCG00000005045|ENSSSCG00000016140|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc05217/ssc:100512951%09red/ssc:100525059%09red/ssc:100113425%09red/ssc:100520490%09red/ssc:100519058%09red
Glycosaminoglycan degradation	KEGG PATHWAY	ssc00531	2	22	0.665604659521	1.0	ENSSSCG00000011402|ENSSSCG00000007739	http://www.genome.jp/kegg-bin/show_pathway?ssc00531/ssc:100144519%09red/ssc:404696%09red
Non-small cell lung cancer	KEGG PATHWAY	ssc05223	5	56	0.678001453294	1.0	ENSSSCG00000006328|ENSSSCG00000030820|ENSSSCG00000003909|ENSSSCG00000031970|ENSSSCG00000009134	http://www.genome.jp/kegg-bin/show_pathway?ssc05223/ssc:397083%09red/ssc:100521638%09red/ssc:106506693%09red/ssc:100511937%09red/ssc:445465%09red
African trypanosomiasis	KEGG PATHWAY	ssc05143	3	34	0.679121559776	1.0	ENSSSCG00000004425|ENSSSCG00000007058|ENSSSCG00000030921	http://www.genome.jp/kegg-bin/show_pathway?ssc05143/ssc:100154581%09red/ssc:397691%09red/ssc:100516581%09red
Estrogen signaling pathway	KEGG PATHWAY	ssc04915	9	99	0.679473680005	1.0	ENSSSCG00000007058|ENSSSCG00000001549|ENSSSCG00000003909|ENSSSCG00000014362|ENSSSCG00000013501|ENSSSCG00000002829|ENSSSCG00000001242|ENSSSCG00000017101|ENSSSCG00000000084	http://www.genome.jp/kegg-bin/show_pathway?ssc04915/ssc:397391%09red/ssc:100144302%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100522979%09red/ssc:100511937%09red/ssc:100141417%09red/ssc:100155423%09red/ssc:397564%09red
Phagosome	KEGG PATHWAY	ssc04145	14	152	0.683502793839	1.0	ENSSSCG00000015405|ENSSSCG00000017300|ENSSSCG00000013545|ENSSSCG00000014369|ENSSSCG00000004012|ENSSSCG00000004789|ENSSSCG00000014117|ENSSSCG00000009002|ENSSSCG00000025629|ENSSSCG00000013579|ENSSSCG00000000675|ENSSSCG00000011038|ENSSSCG00000024252|ENSSSCG00000013551	http://www.genome.jp/kegg-bin/show_pathway?ssc04145/ssc:492313%09red/ssc:397072%09red/ssc:100037938%09red/ssc:733702%09red/ssc:100736753%09red/ssc:100153940%09red/ssc:445464%09red/ssc:492276%09red/ssc:100170134%09red/ssc:396623%09red/ssc:100736584%09red/ssc:100516106%09red/ssc:100513005%09red/ssc:445003%09red
Serotonergic synapse	KEGG PATHWAY	ssc04726	10	112	0.703642273854	1.0	ENSSSCG00000012022|ENSSSCG00000010546|ENSSSCG00000010488|ENSSSCG00000000046|ENSSSCG00000022009|ENSSSCG00000014213|ENSSSCG00000023526|ENSSSCG00000023215|ENSSSCG00000007058|ENSSSCG00000024537	http://www.genome.jp/kegg-bin/show_pathway?ssc04726/ssc:100519705%09red/ssc:403111%09red/ssc:414909%09red/ssc:100516581%09red/ssc:403215%09red/ssc:100620989%09red/ssc:396857%09red/ssc:397687%09red/ssc:403107%09red/ssc:397663%09red
Hematopoietic cell lineage	KEGG PATHWAY	ssc04640	7	80	0.706543819998	1.0	ENSSSCG00000015405|ENSSSCG00000014369|ENSSSCG00000000687|ENSSSCG00000023909|ENSSSCG00000022230|ENSSSCG00000039946|ENSSSCG00000024791	http://www.genome.jp/kegg-bin/show_pathway?ssc04640/ssc:404704%09red/ssc:100037938%09red/ssc:100620258%09red/ssc:397067%09red/ssc:733702%09red/ssc:397160%09red/ssc:397347%09red
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG PATHWAY	ssc00534	2	24	0.708441221106	1.0	ENSSSCG00000029558|ENSSSCG00000038622	http://www.genome.jp/kegg-bin/show_pathway?ssc00534/ssc:100623848%09red/ssc:100625836%09red
Regulation of actin cytoskeleton	KEGG PATHWAY	ssc04810	19	209	0.71985029363	1.0	ENSSSCG00000001959|ENSSSCG00000010925|ENSSSCG00000007231|ENSSSCG00000030260|ENSSSCG00000009134|ENSSSCG00000038323|ENSSSCG00000013252|ENSSSCG00000003909|ENSSSCG00000014369|ENSSSCG00000003183|ENSSSCG00000010144|ENSSSCG00000008629|ENSSSCG00000014047|ENSSSCG00000007799|ENSSSCG00000014878|ENSSSCG00000008540|ENSSSCG00000010313|ENSSSCG00000033327|ENSSSCG00000039710	http://www.genome.jp/kegg-bin/show_pathway?ssc04810/ssc:397378%09red/ssc:100127133%09red/ssc:100525766%09red/ssc:497233%09red/ssc:100037938%09red/ssc:397083%09red/ssc:100524288%09red/ssc:100525832%09red/ssc:474162%09red/ssc:396690%09red/ssc:100511937%09red/ssc:100621523%09red/ssc:100157406%09red/ssc:100144442%09red/ssc:100626465%09red/ssc:100516558%09red/ssc:100519531%09red/ssc:396974%09red/ssc:397445%09red
PI3K-Akt signaling pathway	KEGG PATHWAY	ssc04151	31	336	0.732658615811	1.0	ENSSSCG00000003909|ENSSSCG00000007507|ENSSSCG00000015326|ENSSSCG00000002009|ENSSSCG00000010509|ENSSSCG00000005457|ENSSSCG00000011377|ENSSSCG00000004789|ENSSSCG00000014047|ENSSSCG00000014007|ENSSSCG00000004207|ENSSSCG00000005494|ENSSSCG00000009134|ENSSSCG00000036831|ENSSSCG00000027331|ENSSSCG00000028022|ENSSSCG00000036449|ENSSSCG00000001565|ENSSSCG00000000712|ENSSSCG00000009545|ENSSSCG00000000084|ENSSSCG00000027801|ENSSSCG00000015555|ENSSSCG00000004425|ENSSSCG00000023611|ENSSSCG00000013501|ENSSSCG00000004012|ENSSSCG00000014117|ENSSSCG00000009002|ENSSSCG00000022506|ENSSSCG00000033327	http://www.genome.jp/kegg-bin/show_pathway?ssc04151/ssc:100512581%09red/ssc:100514785%09red/ssc:100522979%09red/ssc:100127133%09red/ssc:100626716%09red/ssc:100154420%09red/ssc:403165%09red/ssc:100153454%09red/ssc:100154710%09red/ssc:100154581%09red/ssc:445520%09red/ssc:101101688%09red/ssc:396623%09red/ssc:397083%09red/ssc:100623732%09red/ssc:399543%09red/ssc:100623143%09red/ssc:492313%09red/ssc:100144302%09red/ssc:100144531%09red/ssc:100626465%09red/ssc:100153940%09red/ssc:100101551%09red/ssc:100101552%09red/ssc:100518179%09red/ssc:100134959%09red/ssc:100513005%09red/ssc:100511937%09red/ssc:100155165%09red/ssc:397460%09red/ssc:100623720%09red
Small cell lung cancer	KEGG PATHWAY	ssc05222	7	84	0.749785003732	1.0	ENSSSCG00000015555|ENSSSCG00000004425|ENSSSCG00000003909|ENSSSCG00000009545|ENSSSCG00000006328|ENSSSCG00000004207|ENSSSCG00000011377	http://www.genome.jp/kegg-bin/show_pathway?ssc05222/ssc:100154581%09red/ssc:100514785%09red/ssc:101101688%09red/ssc:445465%09red/ssc:100511937%09red/ssc:100154420%09red/ssc:100153454%09red
Tuberculosis	KEGG PATHWAY	ssc05152	15	173	0.764661766056	1.0	ENSSSCG00000010816|ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000017300|ENSSSCG00000030888|ENSSSCG00000014369|ENSSSCG00000028758|ENSSSCG00000009002|ENSSSCG00000032693|ENSSSCG00000013579|ENSSSCG00000011038|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000013551|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc05152/ssc:100170134%09red/ssc:397072%09red/ssc:397394%09red/ssc:100037938%09red/ssc:396603%09red/ssc:397084%09red/ssc:574062%09red/ssc:397241%09red/ssc:396623%09red/ssc:595129%09red/ssc:397303%09red/ssc:100516106%09red/ssc:100516166%09red/ssc:100626014%09red/ssc:445003%09red
Longevity regulating pathway - multiple species	KEGG PATHWAY	ssc04213	5	63	0.766958586805	1.0	ENSSSCG00000007114|ENSSSCG00000036724|ENSSSCG00000003909|ENSSSCG00000017101|ENSSSCG00000016200	http://www.genome.jp/kegg-bin/show_pathway?ssc04213/ssc:100511937%09red/ssc:100517503%09red/ssc:100519789%09red/ssc:100513828%09red/ssc:397149%09red
Endometrial cancer	KEGG PATHWAY	ssc05213	4	52	0.774518595843	1.0	ENSSSCG00000025652|ENSSSCG00000009134|ENSSSCG00000003909|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc05213/ssc:100512951%09red/ssc:397083%09red/ssc:100048953%09red/ssc:100511937%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	ssc00520	4	52	0.774518595843	1.0	ENSSSCG00000010969|ENSSSCG00000008261|ENSSSCG00000037468|ENSSSCG00000000061	http://www.genome.jp/kegg-bin/show_pathway?ssc00520/ssc:494561%09red/ssc:641344%09red/ssc:100151790%09red/ssc:100623908%09red
Toxoplasmosis	KEGG PATHWAY	ssc05145	9	109	0.775517670809	1.0	ENSSSCG00000010816|ENSSSCG00000015555|ENSSSCG00000004425|ENSSSCG00000003909|ENSSSCG00000009002|ENSSSCG00000010330|ENSSSCG00000004207|ENSSSCG00000011377|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc05145/ssc:574062%09red/ssc:100152612%09red/ssc:100154581%09red/ssc:100514785%09red/ssc:101101688%09red/ssc:397084%09red/ssc:100511937%09red/ssc:396623%09red/ssc:100154420%09red
Melanogenesis	KEGG PATHWAY	ssc04916	8	98	0.776804481346	1.0	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000016140|ENSSSCG00000013501|ENSSSCG00000017101|ENSSSCG00000007058|ENSSSCG00000010311|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc04916/ssc:397394%09red/ssc:100516581%09red/ssc:100512951%09red/ssc:100517503%09red/ssc:100522979%09red/ssc:100516166%09red/ssc:100519058%09red/ssc:100626014%09red
Prostate cancer	KEGG PATHWAY	ssc05215	7	87	0.779100452936	1.0	ENSSSCG00000009134|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000033327|ENSSSCG00000001565|ENSSSCG00000000084|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc05215/ssc:100623143%09red/ssc:100144302%09red/ssc:100512951%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100522979%09red/ssc:100511937%09red
Mucin type O-Glycan biosynthesis	KEGG PATHWAY	ssc00512	2	28	0.780362884994	1.0	ENSSSCG00000005943|ENSSSCG00000011195	http://www.genome.jp/kegg-bin/show_pathway?ssc00512/ssc:445537%09red/ssc:100157572%09red
Hippo signaling pathway	KEGG PATHWAY	ssc04390	12	143	0.782750674064	1.0	ENSSSCG00000010816|ENSSSCG00000000736|ENSSSCG00000016140|ENSSSCG00000030361|ENSSSCG00000004017|ENSSSCG00000013399|ENSSSCG00000000107|ENSSSCG00000025652|ENSSSCG00000008540|ENSSSCG00000005045|ENSSSCG00000025568|ENSSSCG00000030680	http://www.genome.jp/kegg-bin/show_pathway?ssc04390/ssc:397378%09red/ssc:100152085%09red/ssc:100523244%09red/ssc:100514201%09red/ssc:100216478%09red/ssc:100512951%09red/ssc:397084%09red/ssc:100113425%09red/ssc:100625350%09red/ssc:100533200%09red/ssc:100048953%09red/ssc:100519058%09red
Bacterial invasion of epithelial cells	KEGG PATHWAY	ssc05100	6	76	0.782819615476	1.0	ENSSSCG00000040643|ENSSSCG00000003909|ENSSSCG00000016634|ENSSSCG00000016635|ENSSSCG00000025652|ENSSSCG00000010313	http://www.genome.jp/kegg-bin/show_pathway?ssc05100/ssc:404693%09red/ssc:100125375%09red/ssc:641358%09red/ssc:100511937%09red/ssc:100048953%09red/ssc:396974%09red
T cell receptor signaling pathway	KEGG PATHWAY	ssc04660	9	110	0.7838611295	1.0	ENSSSCG00000011131|ENSSSCG00000000687|ENSSSCG00000017330|ENSSSCG00000003909|ENSSSCG00000032693|ENSSSCG00000029578|ENSSSCG00000010301|ENSSSCG00000014878|ENSSSCG00000009172	http://www.genome.jp/kegg-bin/show_pathway?ssc04660/ssc:100525766%09red/ssc:574062%09red/ssc:404704%09red/ssc:396603%09red/ssc:100511937%09red/ssc:397241%09red/ssc:100621326%09red/ssc:100739450%09red/ssc:100520402%09red
Hedgehog signaling pathway	KEGG PATHWAY	ssc04340	3	41	0.787286039594	1.0	ENSSSCG00000009045|ENSSSCG00000000443|ENSSSCG00000000107	http://www.genome.jp/kegg-bin/show_pathway?ssc04340/ssc:100525059%09red/ssc:100520490%09red/ssc:100523244%09red
Glycosphingolipid biosynthesis - ganglio series	KEGG PATHWAY	ssc00604	1	15	0.789073971197	1.0	ENSSSCG00000005943	http://www.genome.jp/kegg-bin/show_pathway?ssc00604/ssc:445537%09red
Alzheimer's disease	KEGG PATHWAY	ssc05010	15	177	0.791400311633	1.0	ENSSSCG00000014560|ENSSSCG00000012022|ENSSSCG00000007805|ENSSSCG00000012327|ENSSSCG00000027621|ENSSSCG00000034386|ENSSSCG00000036789|ENSSSCG00000040631|ENSSSCG00000029411|ENSSSCG00000010860|ENSSSCG00000007058|ENSSSCG00000012074|ENSSSCG00000030888|ENSSSCG00000010301|ENSSSCG00000009172	http://www.genome.jp/kegg-bin/show_pathway?ssc05010/ssc:100524293%09red/ssc:397393%09red/ssc:780410%09red/ssc:100516962%09red/ssc:100516581%09red/ssc:100038031%09red/ssc:100519594%09red/ssc:100517374%09red/ssc:396603%09red/ssc:397537%09red/ssc:397241%09red/ssc:595129%09red/ssc:100156288%09red/ssc:397663%09red/ssc:396875%09red
Salivary secretion	KEGG PATHWAY	ssc04970	6	77	0.792498450156	1.0	ENSSSCG00000007058|ENSSSCG00000014255|ENSSSCG00000006391|ENSSSCG00000017101|ENSSSCG00000038598|ENSSSCG00000015084	http://www.genome.jp/kegg-bin/show_pathway?ssc04970/ssc:541593%09red/ssc:100516960%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:397357%09red/ssc:396828%09red
Dorso-ventral axis formation	KEGG PATHWAY	ssc04320	2	29	0.79572103046	1.0	ENSSSCG00000001440|ENSSSCG00000025176	http://www.genome.jp/kegg-bin/show_pathway?ssc04320/ssc:100144522%09red/ssc:102158881%09red
Vasopressin-regulated water reabsorption	KEGG PATHWAY	ssc04962	3	42	0.799963750407	1.0	ENSSSCG00000040513|ENSSSCG00000013501|ENSSSCG00000012789	http://www.genome.jp/kegg-bin/show_pathway?ssc04962/ssc:100126235%09red/ssc:100522979%09red/ssc:397462%09red
Endocrine and other factor-regulated calcium reabsorption	KEGG PATHWAY	ssc04961	3	42	0.799963750407	1.0	ENSSSCG00000007058|ENSSSCG00000015084|ENSSSCG00000006391	http://www.genome.jp/kegg-bin/show_pathway?ssc04961/ssc:541593%09red/ssc:396828%09red/ssc:100516581%09red
Transcriptional misregulation in cancer	KEGG PATHWAY	ssc05202	13	158	0.81000459853	1.0	ENSSSCG00000005166|ENSSSCG00000011810|ENSSSCG00000037461|ENSSSCG00000005087|ENSSSCG00000014369|ENSSSCG00000002283|ENSSSCG00000030095|ENSSSCG00000009699|ENSSSCG00000038783|ENSSSCG00000014149|ENSSSCG00000007032|ENSSSCG00000006328|ENSSSCG00000001565	http://www.genome.jp/kegg-bin/show_pathway?ssc05202/ssc:100620289%09red/ssc:100623143%09red/ssc:733590%09red/ssc:100037938%09red/ssc:397121%09red/ssc:100156186%09red/ssc:448812%09red/ssc:445465%09red/ssc:100156847%09red/ssc:100625290%09red/ssc:100524063%09red/ssc:100156549%09red/ssc:396933%09red
Rap1 signaling pathway	KEGG PATHWAY	ssc04015	18	214	0.817063651183	1.0	ENSSSCG00000004789|ENSSSCG00000024088|ENSSSCG00000030260|ENSSSCG00000009134|ENSSSCG00000036831|ENSSSCG00000005457|ENSSSCG00000003909|ENSSSCG00000023526|ENSSSCG00000003183|ENSSSCG00000025652|ENSSSCG00000014047|ENSSSCG00000032693|ENSSSCG00000017101|ENSSSCG00000030361|ENSSSCG00000014007|ENSSSCG00000007058|ENSSSCG00000033327|ENSSSCG00000031970	http://www.genome.jp/kegg-bin/show_pathway?ssc04015/ssc:100154710%09red/ssc:100521638%09red/ssc:100512581%09red/ssc:100518179%09red/ssc:100516581%09red/ssc:397083%09red/ssc:100517503%09red/ssc:492313%09red/ssc:100156660%09red/ssc:100127133%09red/ssc:100511937%09red/ssc:100620989%09red/ssc:100621523%09red/ssc:574062%09red/ssc:100516558%09red/ssc:100048953%09red/ssc:100626465%09red/ssc:100533200%09red
Acute myeloid leukemia	KEGG PATHWAY	ssc05221	4	56	0.818816549834	1.0	ENSSSCG00000003909|ENSSSCG00000030680|ENSSSCG00000001573|ENSSSCG00000030095	http://www.genome.jp/kegg-bin/show_pathway?ssc05221/ssc:100512951%09red/ssc:100625290%09red/ssc:100157844%09red/ssc:100511937%09red
Gap junction	KEGG PATHWAY	ssc04540	7	92	0.822156068964	1.0	ENSSSCG00000009134|ENSSSCG00000007058|ENSSSCG00000013545|ENSSSCG00000005457|ENSSSCG00000017101|ENSSSCG00000004241|ENSSSCG00000033327	http://www.genome.jp/kegg-bin/show_pathway?ssc04540/ssc:100512581%09red/ssc:100516581%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100736584%09red/ssc:100518636%09red/ssc:100517503%09red
Legionellosis	KEGG PATHWAY	ssc05134	4	57	0.828698310994	1.0	ENSSSCG00000004169|ENSSSCG00000009002|ENSSSCG00000013551|ENSSSCG00000014369	http://www.genome.jp/kegg-bin/show_pathway?ssc05134/ssc:100037938%09red/ssc:100158211%09red/ssc:396623%09red/ssc:397072%09red
Oocyte meiosis	KEGG PATHWAY	ssc04114	9	117	0.835980254201	1.0	ENSSSCG00000008540|ENSSSCG00000014443|ENSSSCG00000004022|ENSSSCG00000039535|ENSSSCG00000032693|ENSSSCG00000017101|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04114/ssc:397378%09red/ssc:100515286%09red/ssc:574062%09red/ssc:397394%09red/ssc:100517503%09red/ssc:396603%09red/ssc:397241%09red/ssc:100516166%09red/ssc:100626014%09red
VEGF signaling pathway	KEGG PATHWAY	ssc04370	4	60	0.855681741335	1.0	ENSSSCG00000003909|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04370/ssc:100511937%09red/ssc:574062%09red/ssc:396603%09red/ssc:397241%09red
Melanoma	KEGG PATHWAY	ssc05218	5	73	0.859854871561	1.0	ENSSSCG00000025652|ENSSSCG00000009134|ENSSSCG00000033327|ENSSSCG00000001565|ENSSSCG00000003909	http://www.genome.jp/kegg-bin/show_pathway?ssc05218/ssc:100623143%09red/ssc:397083%09red/ssc:100626465%09red/ssc:100048953%09red/ssc:100511937%09red
Cholinergic synapse	KEGG PATHWAY	ssc04725	8	111	0.871341370986	1.0	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000003909|ENSSSCG00000013501|ENSSSCG00000000084|ENSSSCG00000017101|ENSSSCG00000007058|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04725/ssc:100144302%09red/ssc:397394%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100522979%09red/ssc:100511937%09red/ssc:100516166%09red/ssc:100626014%09red
GABAergic synapse	KEGG PATHWAY	ssc04727	6	87	0.871795458111	1.0	ENSSSCG00000015545|ENSSSCG00000000401|ENSSSCG00000001242|ENSSSCG00000017101|ENSSSCG00000011397|ENSSSCG00000016056	http://www.genome.jp/kegg-bin/show_pathway?ssc04727/ssc:100156039%09red/ssc:100738224%09red/ssc:100517503%09red/ssc:100141417%09red/ssc:396944%09red/ssc:399525%09red
Neurotrophin signaling pathway	KEGG PATHWAY	ssc04722	9	123	0.872368945744	1.0	ENSSSCG00000039535|ENSSSCG00000010959|ENSSSCG00000003909|ENSSSCG00000010860|ENSSSCG00000004022|ENSSSCG00000000084|ENSSSCG00000014443|ENSSSCG00000010311|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04722/ssc:100515286%09red/ssc:574062%09red/ssc:100144302%09red/ssc:397394%09red/ssc:100511937%09red/ssc:100519209%09red/ssc:100516166%09red/ssc:100626014%09red/ssc:780410%09red
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	ssc05014	3	50	0.880135546926	1.0	ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc05014/ssc:574062%09red/ssc:396603%09red/ssc:397241%09red
B cell receptor signaling pathway	KEGG PATHWAY	ssc04662	5	76	0.880808265076	1.0	ENSSSCG00000003909|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000010509|ENSSSCG00000029578	http://www.genome.jp/kegg-bin/show_pathway?ssc04662/ssc:100155165%09red/ssc:100739450%09red/ssc:396603%09red/ssc:397241%09red/ssc:100511937%09red
Glutamatergic synapse	KEGG PATHWAY	ssc04724	9	125	0.882933490215	1.0	ENSSSCG00000015545|ENSSSCG00000013919|ENSSSCG00000000401|ENSSSCG00000007058|ENSSSCG00000017101|ENSSSCG00000011397|ENSSSCG00000010301|ENSSSCG00000009172|ENSSSCG00000016056	http://www.genome.jp/kegg-bin/show_pathway?ssc04724/ssc:100156039%09red/ssc:100738224%09red/ssc:100517503%09red/ssc:100516581%09red/ssc:396603%09red/ssc:397241%09red/ssc:396944%09red/ssc:399525%09red/ssc:100526210%09red
Leishmaniasis	KEGG PATHWAY	ssc05140	4	64	0.885957995637	1.0	ENSSSCG00000010816|ENSSSCG00000009002|ENSSSCG00000013551|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc05140/ssc:574062%09red/ssc:396623%09red/ssc:397084%09red/ssc:397072%09red
Sphingolipid signaling pathway	KEGG PATHWAY	ssc04071	8	114	0.887731060622	1.0	ENSSSCG00000008629|ENSSSCG00000007058|ENSSSCG00000021059|ENSSSCG00000030361|ENSSSCG00000003909|ENSSSCG00000013595|ENSSSCG00000007874|ENSSSCG00000032693	http://www.genome.jp/kegg-bin/show_pathway?ssc04071/ssc:100516581%09red/ssc:574062%09red/ssc:100127167%09red/ssc:606743%09red/ssc:100511937%09red/ssc:100533200%09red/ssc:733619%09red/ssc:397445%09red
Circadian entrainment	KEGG PATHWAY	ssc04713	7	102	0.88830018071	1.0	ENSSSCG00000039535|ENSSSCG00000014443|ENSSSCG00000010142|ENSSSCG00000017101|ENSSSCG00000017983|ENSSSCG00000007058|ENSSSCG00000010311	http://www.genome.jp/kegg-bin/show_pathway?ssc04713/ssc:397394%09red/ssc:100516581%09red/ssc:100517503%09red/ssc:100620648%09red/ssc:396856%09red/ssc:100516166%09red/ssc:100626014%09red
Pyrimidine metabolism	KEGG PATHWAY	ssc00240	7	102	0.88830018071	1.0	ENSSSCG00000005347|ENSSSCG00000022912|ENSSSCG00000021938|ENSSSCG00000005852|ENSSSCG00000006040|ENSSSCG00000010060|ENSSSCG00000002355	http://www.genome.jp/kegg-bin/show_pathway?ssc00240/ssc:100522709%09red/ssc:100156500%09red/ssc:100155919%09red/ssc:100154506%09red/ssc:100516719%09red/ssc:100156445%09red/ssc:100623678%09red
Renal cell carcinoma	KEGG PATHWAY	ssc05211	4	65	0.892601885312	1.0	ENSSSCG00000010816|ENSSSCG00000003909|ENSSSCG00000014878|ENSSSCG00000033327	http://www.genome.jp/kegg-bin/show_pathway?ssc05211/ssc:100511937%09red/ssc:100525766%09red/ssc:100626465%09red/ssc:397084%09red
