category	over_represented_pvalue	qvalue	numDEInCat	numInCat	term	ontology	DE_id
GO:0004867	1.93749933715532e-10	8.75749700394203e-08	23	63	serine-type endopeptidase inhibitor activity	MF	ENSSSCG00000000660,ENSSSCG00000015493,ENSSSCG00000011450,ENSSSCG00000021328,ENSSSCG00000011129,ENSSSCG00000011128,ENSSSCG00000011801,ENSSSCG00000038745,ENSSSCG00000039573,ENSSSCG00000030371,ENSSSCG00000002481,ENSSSCG00000002483,ENSSSCG00000002486,ENSSSCG00000002487,ENSSSCG00000010093,ENSSSCG00000012022,ENSSSCG00000001817,ENSSSCG00000005485,ENSSSCG00000027331,ENSSSCG00000002475,ENSSSCG00000002476,ENSSSCG00000002479,ENSSSCG00000008504
GO:0008307	3.63583159112836e-10	1.50644622259085e-07	13	20	structural constituent of muscle	MF	ENSSSCG00000015796,ENSSSCG00000003218,ENSSSCG00000005316,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000006174,ENSSSCG00000017500,ENSSSCG00000013354,ENSSSCG00000015747,ENSSSCG00000007799,ENSSSCG00000035223
GO:0034364	1.23282720196887e-09	4.71508988322248e-07	9	12	high-density lipoprotein particle	CC	ENSSSCG00000015067,ENSSSCG00000013370,ENSSSCG00000001411,ENSSSCG00000040689,ENSSSCG00000015332,ENSSSCG00000028350,ENSSSCG00000007435,ENSSSCG00000040910,ENSSSCG00000006355
GO:0042383	1.62837707699513e-09	5.78306487629983e-07	20	48	sarcolemma	CC	ENSSSCG00000010313,ENSSSCG00000004578,ENSSSCG00000028022,ENSSSCG00000020785,ENSSSCG00000040643,ENSSSCG00000006391,ENSSSCG00000000571,ENSSSCG00000023915,ENSSSCG00000003722,ENSSSCG00000000252,ENSSSCG00000017583,ENSSSCG00000016578,ENSSSCG00000008833,ENSSSCG00000027331,ENSSSCG00000035223,ENSSSCG00000033010,ENSSSCG00000022725,ENSSSCG00000009281,ENSSSCG00000005267,ENSSSCG00000007757
GO:0034361	1.97658625810882e-09	6.55172458354471e-07	9	11	very-low-density lipoprotein particle	CC	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000001411,ENSSSCG00000040689,ENSSSCG00000040910,ENSSSCG00000008595,ENSSSCG00000031646,ENSSSCG00000003086,ENSSSCG00000006355
GO:0006941	3.52561010931583e-09	1.06973896139707e-06	12	18	striated muscle contraction	BP	ENSSSCG00000011508,ENSSSCG00000032720,ENSSSCG00000003218,ENSSSCG00000016720,ENSSSCG00000007231,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000002029,ENSSSCG00000015747,ENSSSCG00000032556
GO:0042632	3.65759500075427e-09	1.06973896139707e-06	18	43	cholesterol homeostasis	BP	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000040643,ENSSSCG00000040689,ENSSSCG00000028350,ENSSSCG00000015105,ENSSSCG00000016634,ENSSSCG00000008453,ENSSSCG00000040681,ENSSSCG00000025020,ENSSSCG00000008595,ENSSSCG00000004596,ENSSSCG00000003819,ENSSSCG00000036449,ENSSSCG00000033123,ENSSSCG00000009179,ENSSSCG00000040631,ENSSSCG00000006355
GO:0031430	6.75595024103896e-09	1.86614358880254e-06	11	15	M band	CC	ENSSSCG00000011508,ENSSSCG00000016605,ENSSSCG00000032720,ENSSSCG00000003218,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000033049,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000015747,ENSSSCG00000036534
GO:0034366	1.78775739315819e-08	4.67827882041185e-06	6	6	spherical high-density lipoprotein particle	CC	ENSSSCG00000015069,ENSSSCG00000001411,ENSSSCG00000015332,ENSSSCG00000009668,ENSSSCG00000003086,ENSSSCG00000006355
GO:0042627	2.59350232399828e-08	6.44744677745973e-06	7	8	chylomicron	CC	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000040689,ENSSSCG00000040910,ENSSSCG00000008595,ENSSSCG00000003086,ENSSSCG00000006355
GO:0003779	3.31423174282136e-08	7.84683820252752e-06	42	191	actin binding	MF	ENSSSCG00000010313,ENSSSCG00000011508,ENSSSCG00000010640,ENSSSCG00000001595,ENSSSCG00000016605,ENSSSCG00000010144,ENSSSCG00000008799,ENSSSCG00000033260,ENSSSCG00000028113,ENSSSCG00000011435,ENSSSCG00000029441,ENSSSCG00000005316,ENSSSCG00000003374,ENSSSCG00000001068,ENSSSCG00000002277,ENSSSCG00000012848,ENSSSCG00000032838,ENSSSCG00000027609,ENSSSCG00000018003,ENSSSCG00000031903,ENSSSCG00000010303,ENSSSCG00000010304,ENSSSCG00000010461,ENSSSCG00000016397,ENSSSCG00000024088,ENSSSCG00000030260,ENSSSCG00000016578,ENSSSCG00000023010,ENSSSCG00000011022,ENSSSCG00000004132,ENSSSCG00000001959,ENSSSCG00000002029,ENSSSCG00000004497,ENSSSCG00000008721,ENSSSCG00000031538,ENSSSCG00000007424,ENSSSCG00000009111,ENSSSCG00000013614,ENSSSCG00000015917,ENSSSCG00000003644,ENSSSCG00000007288,ENSSSCG00000000600
GO:0005578	3.5354837486639e-08	7.99019327198042e-06	38	167	proteinaceous extracellular matrix	CC	ENSSSCG00000009545,ENSSSCG00000028022,ENSSSCG00000003344,ENSSSCG00000011959,ENSSSCG00000008073,ENSSSCG00000016364,ENSSSCG00000000915,ENSSSCG00000000916,ENSSSCG00000023728,ENSSSCG00000036135,ENSSSCG00000010283,ENSSSCG00000031712,ENSSSCG00000005593,ENSSSCG00000005030,ENSSSCG00000030597,ENSSSCG00000016034,ENSSSCG00000006651,ENSSSCG00000011496,ENSSSCG00000032607,ENSSSCG00000005751,ENSSSCG00000016848,ENSSSCG00000024043,ENSSSCG00000033760,ENSSSCG00000027801,ENSSSCG00000009222,ENSSSCG00000010071,ENSSSCG00000026425,ENSSSCG00000027331,ENSSSCG00000024750,ENSSSCG00000025858,ENSSSCG00000032761,ENSSSCG00000023611,ENSSSCG00000017164,ENSSSCG00000011928,ENSSSCG00000017082,ENSSSCG00000004012,ENSSSCG00000038162,ENSSSCG00000004658
GO:0008203	4.95941941737692e-08	1.07209710187817e-05	16	39	cholesterol metabolic process	BP	ENSSSCG00000027525,ENSSSCG00000040689,ENSSSCG00000015332,ENSSSCG00000003018,ENSSSCG00000028350,ENSSSCG00000009931,ENSSSCG00000009919,ENSSSCG00000025020,ENSSSCG00000005970,ENSSSCG00000008595,ENSSSCG00000004596,ENSSSCG00000012022,ENSSSCG00000003819,ENSSSCG00000006355,ENSSSCG00000006535,ENSSSCG00000036808
GO:0008201	1.08389683519231e-07	2.2454729435734e-05	25	91	heparin binding	MF	ENSSSCG00000015067,ENSSSCG00000011959,ENSSSCG00000015493,ENSSSCG00000036512,ENSSSCG00000014047,ENSSSCG00000027466,ENSSSCG00000005785,ENSSSCG00000004789,ENSSSCG00000013252,ENSSSCG00000011801,ENSSSCG00000005045,ENSSSCG00000011683,ENSSSCG00000005751,ENSSSCG00000014117,ENSSSCG00000002815,ENSSSCG00000008595,ENSSSCG00000012022,ENSSSCG00000031538,ENSSSCG00000013667,ENSSSCG00000040631,ENSSSCG00000023611,ENSSSCG00000011928,ENSSSCG00000004012,ENSSSCG00000014362,ENSSSCG00000004658
GO:0030016	1.14144540685209e-07	2.27010662514743e-05	11	19	myofibril	CC	ENSSSCG00000010640,ENSSSCG00000016605,ENSSSCG00000029441,ENSSSCG00000010522,ENSSSCG00000018003,ENSSSCG00000010461,ENSSSCG00000004570,ENSSSCG00000023010,ENSSSCG00000039710,ENSSSCG00000002029,ENSSSCG00000031201
GO:0042157	1.49742580157262e-07	2.79275335592493e-05	10	17	lipoprotein metabolic process	BP	ENSSSCG00000030921,ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000013512,ENSSSCG00000001411,ENSSSCG00000040689,ENSSSCG00000025020,ENSSSCG00000008595,ENSSSCG00000009179,ENSSSCG00000006355
GO:0045214	1.51657965828586e-07	2.79275335592493e-05	13	26	sarcomere organization	BP	ENSSSCG00000016605,ENSSSCG00000010144,ENSSSCG00000006390,ENSSSCG00000003218,ENSSSCG00000029311,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000017500,ENSSSCG00000001959,ENSSSCG00000002029,ENSSSCG00000015747
GO:0004252	2.04741803401915e-07	3.63562945183686e-05	29	133	serine-type endopeptidase activity	MF	ENSSSCG00000014921,ENSSSCG00000015894,ENSSSCG00000029503,ENSSSCG00000015799,ENSSSCG00000007032,ENSSSCG00000007998,ENSSSCG00000011386,ENSSSCG00000005785,ENSSSCG00000012711,ENSSSCG00000031274,ENSSSCG00000013252,ENSSSCG00000011806,ENSSSCG00000021867,ENSSSCG00000024914,ENSSSCG00000009558,ENSSSCG00000000675,ENSSSCG00000003410,ENSSSCG00000025020,ENSSSCG00000010639,ENSSSCG00000007968,ENSSSCG00000001817,ENSSSCG00000023693,ENSSSCG00000008700,ENSSSCG00000008723,ENSSSCG00000009138,ENSSSCG00000015896,ENSSSCG00000022447,ENSSSCG00000026067,ENSSSCG00000004038
GO:0030199	5.56925868491956e-07	9.54839799359311e-05	14	33	collagen fibril organization	BP	ENSSSCG00000004578,ENSSSCG00000009004,ENSSSCG00000000916,ENSSSCG00000036135,ENSSSCG00000033608,ENSSSCG00000016034,ENSSSCG00000016035,ENSSSCG00000010816,ENSSSCG00000038745,ENSSSCG00000005751,ENSSSCG00000024043,ENSSSCG00000010071,ENSSSCG00000023611,ENSSSCG00000015326
GO:0006094	6.76429794455214e-07	0.000108370629933006	10	19	gluconeogenesis	BP	ENSSSCG00000031174,ENSSSCG00000016720,ENSSSCG00000000084,ENSSSCG00000015872,ENSSSCG00000015595,ENSSSCG00000007507,ENSSSCG00000036449,ENSSSCG00000010947,ENSSSCG00000002009,ENSSSCG00000010479
GO:0031674	6.89925444532405e-07	0.000108370629933006	8	12	I band	CC	ENSSSCG00000024784,ENSSSCG00000011286,ENSSSCG00000029311,ENSSSCG00000010522,ENSSSCG00000011325,ENSSSCG00000010461,ENSSSCG00000017500,ENSSSCG00000001959
GO:0005579	7.02490681394793e-07	0.000108370629933006	6	6	membrane attack complex	CC	ENSSSCG00000016856,ENSSSCG00000016859,ENSSSCG00000003834,ENSSSCG00000003835,ENSSSCG00000005512,ENSSSCG00000016861
GO:0030170	7.19274092475706e-07	0.000108370629933006	16	45	pyridoxal phosphate binding	MF	ENSSSCG00000022009,ENSSSCG00000003789,ENSSSCG00000002847,ENSSSCG00000009144,ENSSSCG00000011437,ENSSSCG00000029945,ENSSSCG00000008948,ENSSSCG00000016402,ENSSSCG00000013022,ENSSSCG00000016829,ENSSSCG00000002736,ENSSSCG00000009870,ENSSSCG00000036865,ENSSSCG00000010537,ENSSSCG00000010826,ENSSSCG00000010829
GO:0019433	9.10805627465534e-07	0.00013319192881643	8	12	triglyceride catabolic process	BP	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000016159,ENSSSCG00000003018,ENSSSCG00000012841,ENSSSCG00000008595,ENSSSCG00000004596,ENSSSCG00000040631
GO:0051371	1.02715177644169e-06	0.000145914246641945	8	11	muscle alpha-actinin binding	MF	ENSSSCG00000010640,ENSSSCG00000003218,ENSSSCG00000029311,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000015747
GO:0050840	1.09322638836904e-06	0.000150986711193636	11	22	extracellular matrix binding	MF	ENSSSCG00000000915,ENSSSCG00000010283,ENSSSCG00000005593,ENSSSCG00000029949,ENSSSCG00000011609,ENSSSCG00000004789,ENSSSCG00000002815,ENSSSCG00000027801,ENSSSCG00000009222,ENSSSCG00000025858,ENSSSCG00000017082
GO:0030017	1.14426426548263e-06	0.000153764376431882	10	19	sarcomere	CC	ENSSSCG00000002829,ENSSSCG00000016605,ENSSSCG00000010144,ENSSSCG00000010142,ENSSSCG00000000571,ENSSSCG00000010190,ENSSSCG00000010522,ENSSSCG00000038323,ENSSSCG00000023010,ENSSSCG00000002029
GO:0042730	1.17770427779656e-06	0.000154093307084329	7	9	fibrinolysis	BP	ENSSSCG00000004578,ENSSSCG00000008997,ENSSSCG00000024314,ENSSSCG00000009413,ENSSSCG00000013252,ENSSSCG00000026067,ENSSSCG00000004038
GO:0016529	1.42008615014417e-06	0.000181042777910688	11	24	sarcoplasmic reticulum	CC	ENSSSCG00000010142,ENSSSCG00000029651,ENSSSCG00000006390,ENSSSCG00000003156,ENSSSCG00000008522,ENSSSCG00000007805,ENSSSCG00000015402,ENSSSCG00000014117,ENSSSCG00000006174,ENSSSCG00000034386,ENSSSCG00000027613
GO:0014883	1.51871452845984e-06	0.000188776215887558	6	7	transition between fast and slow fiber	BP	ENSSSCG00000025353,ENSSSCG00000038323,ENSSSCG00000011441,ENSSSCG00000009172,ENSSSCG00000034386,ENSSSCG00000024061
GO:0003009	1.59426754258264e-06	0.000193334102968802	8	14	skeletal muscle contraction	BP	ENSSSCG00000033260,ENSSSCG00000025353,ENSSSCG00000031903,ENSSSCG00000017500,ENSSSCG00000011441,ENSSSCG00000029471,ENSSSCG00000024061,ENSSSCG00000007424
GO:0003824	1.71390301108828e-06	0.000202893470741213	59	363	catalytic activity	MF	ENSSSCG00000001596,ENSSSCG00000014128,ENSSSCG00000009405,ENSSSCG00000017759,ENSSSCG00000022009,ENSSSCG00000003789,ENSSSCG00000002844,ENSSSCG00000002847,ENSSSCG00000015545,ENSSSCG00000001930,ENSSSCG00000003139,ENSSSCG00000031174,ENSSSCG00000009144,ENSSSCG00000008522,ENSSSCG00000011437,ENSSSCG00000016720,ENSSSCG00000007738,ENSSSCG00000007858,ENSSSCG00000009045,ENSSSCG00000029944,ENSSSCG00000029945,ENSSSCG00000009699,ENSSSCG00000016159,ENSSSCG00000010756,ENSSSCG00000026025,ENSSSCG00000011133,ENSSSCG00000012411,ENSSSCG00000002396,ENSSSCG00000009522,ENSSSCG00000010853,ENSSSCG00000009937,ENSSSCG00000016402,ENSSSCG00000009667,ENSSSCG00000016829,ENSSSCG00000031789,ENSSSCG00000040296,ENSSSCG00000027121,ENSSSCG00000015784,ENSSSCG00000027454,ENSSSCG00000016334,ENSSSCG00000002736,ENSSSCG00000001488,ENSSSCG00000007264,ENSSSCG00000004510,ENSSSCG00000030033,ENSSSCG00000021767,ENSSSCG00000025876,ENSSSCG00000027439,ENSSSCG00000011119,ENSSSCG00000002269,ENSSSCG00000004643,ENSSSCG00000006774,ENSSSCG00000021938,ENSSSCG00000010537,ENSSSCG00000010826,ENSSSCG00000010829,ENSSSCG00000000892,ENSSSCG00000036808,ENSSSCG00000027926
GO:0005201	1.91508663945362e-06	0.00022123970220921	13	31	extracellular matrix structural constituent	MF	ENSSSCG00000009545,ENSSSCG00000015555,ENSSSCG00000023728,ENSSSCG00000036135,ENSSSCG00000030597,ENSSSCG00000016034,ENSSSCG00000016035,ENSSSCG00000005751,ENSSSCG00000029570,ENSSSCG00000013667,ENSSSCG00000025858,ENSSSCG00000015326,ENSSSCG00000004658
GO:0031432	1.95787347087796e-06	0.00022123970220921	6	7	titin binding	MF	ENSSSCG00000010144,ENSSSCG00000010522,ENSSSCG00000010461,ENSSSCG00000017500,ENSSSCG00000027684,ENSSSCG00000008200
GO:0007596	2.16362803179606e-06	0.000239056857202001	13	33	blood coagulation	BP	ENSSSCG00000029503,ENSSSCG00000010437,ENSSSCG00000007371,ENSSSCG00000012711,ENSSSCG00000031274,ENSSSCG00000013252,ENSSSCG00000009558,ENSSSCG00000010639,ENSSSCG00000000712,ENSSSCG00000023693,ENSSSCG00000022447,ENSSSCG00000009565,ENSSSCG00000004038
GO:0043086	2.4137725221037e-06	0.000260897325649991	14	40	negative regulation of catalytic activity	BP	ENSSSCG00000004578,ENSSSCG00000004094,ENSSSCG00000004550,ENSSSCG00000006163,ENSSSCG00000004620,ENSSSCG00000009937,ENSSSCG00000028203,ENSSSCG00000006474,ENSSSCG00000004132,ENSSSCG00000003086,ENSSSCG00000031262,ENSSSCG00000008504,ENSSSCG00000017164,ENSSSCG00000005267
GO:0005861	2.63877210063549e-06	0.000273602936781046	6	9	troponin complex	CC	ENSSSCG00000033260,ENSSSCG00000025353,ENSSSCG00000031903,ENSSSCG00000011441,ENSSSCG00000024061,ENSSSCG00000007424
GO:0097493	2.6413799206537e-06	0.000273602936781046	7	9	structural molecule activity conferring elasticity	MF	ENSSSCG00000003218,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000015747,ENSSSCG00000033010
GO:0002020	2.81490029107009e-06	0.00028562620912654	20	75	protease binding	MF	ENSSSCG00000015894,ENSSSCG00000004578,ENSSSCG00000000660,ENSSSCG00000030888,ENSSSCG00000015493,ENSSSCG00000036135,ENSSSCG00000007039,ENSSSCG00000016034,ENSSSCG00000006651,ENSSSCG00000038745,ENSSSCG00000012960,ENSSSCG00000002481,ENSSSCG00000001817,ENSSSCG00000000712,ENSSSCG00000015896,ENSSSCG00000022447,ENSSSCG00000002476,ENSSSCG00000015326,ENSSSCG00000017164,ENSSSCG00000022725
GO:0005581	2.99180633609165e-06	0.000294236267189435	13	32	collagen trimer	CC	ENSSSCG00000009545,ENSSSCG00000024252,ENSSSCG00000003524,ENSSSCG00000036135,ENSSSCG00000016034,ENSSSCG00000016035,ENSSSCG00000025629,ENSSSCG00000005751,ENSSSCG00000039103,ENSSSCG00000027331,ENSSSCG00000029324,ENSSSCG00000040397,ENSSSCG00000015326
GO:0006936	3.018111348886e-06	0.000294236267189435	12	30	muscle contraction	BP	ENSSSCG00000011508,ENSSSCG00000024784,ENSSSCG00000016605,ENSSSCG00000010144,ENSSSCG00000003218,ENSSSCG00000005316,ENSSSCG00000000866,ENSSSCG00000038323,ENSSSCG00000023010,ENSSSCG00000002029,ENSSSCG00000006631,ENSSSCG00000027613
GO:0008289	5.81671754274462e-06	0.000556167685048582	20	89	lipid binding	MF	ENSSSCG00000030921,ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000013512,ENSSSCG00000028488,ENSSSCG00000012625,ENSSSCG00000040689,ENSSSCG00000008214,ENSSSCG00000007435,ENSSSCG00000040681,ENSSSCG00000040910,ENSSSCG00000006153,ENSSSCG00000028758,ENSSSCG00000003086,ENSSSCG00000036883,ENSSSCG00000039512,ENSSSCG00000017608,ENSSSCG00000006355,ENSSSCG00000013244,ENSSSCG00000011831
GO:0048739	5.93595818529557e-06	0.00055686007730735	5	5	cardiac muscle fiber development	BP	ENSSSCG00000029311,ENSSSCG00000009957,ENSSSCG00000003768,ENSSSCG00000017500,ENSSSCG00000002029
GO:0005523	9.97791168583975e-06	0.000918706979666579	7	12	tropomyosin binding	MF	ENSSSCG00000011508,ENSSSCG00000016605,ENSSSCG00000025353,ENSSSCG00000031903,ENSSSCG00000021084,ENSSSCG00000023010,ENSSSCG00000006631
GO:0070328	1.05869370691917e-05	0.000957059111054933	8	16	triglyceride homeostasis	BP	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000000875,ENSSSCG00000007371,ENSSSCG00000004596,ENSSSCG00000003819,ENSSSCG00000003086,ENSSSCG00000040631
GO:0051015	1.41432661897322e-05	0.00125571999098837	27	124	actin filament binding	MF	ENSSSCG00000010313,ENSSSCG00000010144,ENSSSCG00000014088,ENSSSCG00000003218,ENSSSCG00000029441,ENSSSCG00000029311,ENSSSCG00000005316,ENSSSCG00000003374,ENSSSCG00000002277,ENSSSCG00000003693,ENSSSCG00000018003,ENSSSCG00000030681,ENSSSCG00000015720,ENSSSCG00000028052,ENSSSCG00000003768,ENSSSCG00000013583,ENSSSCG00000000866,ENSSSCG00000015073,ENSSSCG00000024088,ENSSSCG00000038323,ENSSSCG00000016578,ENSSSCG00000011441,ENSSSCG00000011022,ENSSSCG00000001959,ENSSSCG00000002029,ENSSSCG00000015747,ENSSSCG00000006631
GO:0009986	1.51477602980569e-05	0.00132130989827963	57	372	cell surface	CC	ENSSSCG00000015894,ENSSSCG00000010860,ENSSSCG00000004578,ENSSSCG00000015413,ENSSSCG00000014088,ENSSSCG00000033327,ENSSSCG00000008041,ENSSSCG00000007115,ENSSSCG00000027130,ENSSSCG00000008997,ENSSSCG00000016322,ENSSSCG00000007032,ENSSSCG00000008601,ENSSSCG00000009002,ENSSSCG00000010543,ENSSSCG00000024314,ENSSSCG00000009045,ENSSSCG00000035299,ENSSSCG00000040689,ENSSSCG00000005785,ENSSSCG00000004789,ENSSSCG00000007039,ENSSSCG00000011640,ENSSSCG00000038255,ENSSSCG00000022739,ENSSSCG00000020657,ENSSSCG00000011801,ENSSSCG00000011496,ENSSSCG00000003722,ENSSSCG00000001873,ENSSSCG00000038745,ENSSSCG00000021867,ENSSSCG00000024791,ENSSSCG00000001440,ENSSSCG00000040910,ENSSSCG00000025020,ENSSSCG00000039103,ENSSSCG00000028758,ENSSSCG00000009668,ENSSSCG00000011038,ENSSSCG00000014213,ENSSSCG00000012022,ENSSSCG00000003819,ENSSSCG00000003592,ENSSSCG00000001817,ENSSSCG00000016140,ENSSSCG00000014812,ENSSSCG00000015896,ENSSSCG00000022447,ENSSSCG00000002267,ENSSSCG00000040631,ENSSSCG00000006533,ENSSSCG00000017082,ENSSSCG00000006088,ENSSSCG00000005267,ENSSSCG00000014362,ENSSSCG00000004038
GO:0005102	1.57530682621376e-05	0.00135041819654048	41	247	signaling receptor binding	MF	ENSSSCG00000008998,ENSSSCG00000015894,ENSSSCG00000000660,ENSSSCG00000040125,ENSSSCG00000004425,ENSSSCG00000035419,ENSSSCG00000001651,ENSSSCG00000007371,ENSSSCG00000011477,ENSSSCG00000008997,ENSSSCG00000007032,ENSSSCG00000024314,ENSSSCG00000013252,ENSSSCG00000017232,ENSSSCG00000011801,ENSSSCG00000011802,ENSSSCG00000026025,ENSSSCG00000010816,ENSSSCG00000016435,ENSSSCG00000029275,ENSSSCG00000016634,ENSSSCG00000016402,ENSSSCG00000039103,ENSSSCG00000028758,ENSSSCG00000012022,ENSSSCG00000040296,ENSSSCG00000006415,ENSSSCG00000017781,ENSSSCG00000007739,ENSSSCG00000011440,ENSSSCG00000031538,ENSSSCG00000015522,ENSSSCG00000027439,ENSSSCG00000002267,ENSSSCG00000004643,ENSSSCG00000040631,ENSSSCG00000027613,ENSSSCG00000004241,ENSSSCG00000009942,ENSSSCG00000009565,ENSSSCG00000004038
GO:0030239	1.6750499263645e-05	0.00139865654485702	7	11	myofibril assembly	BP	ENSSSCG00000011508,ENSSSCG00000016605,ENSSSCG00000033049,ENSSSCG00000010304,ENSSSCG00000023010,ENSSSCG00000002029,ENSSSCG00000006631
GO:0031639	1.68783975646462e-05	0.00139865654485702	6	9	plasminogen activation	BP	ENSSSCG00000027525,ENSSSCG00000015799,ENSSSCG00000008997,ENSSSCG00000007032,ENSSSCG00000024314,ENSSSCG00000040910
GO:0007519	1.90162798420408e-05	0.00154205091880176	12	34	skeletal muscle tissue development	BP	ENSSSCG00000007043,ENSSSCG00000024676,ENSSSCG00000005087,ENSSSCG00000026533,ENSSSCG00000004255,ENSSSCG00000015357,ENSSSCG00000016634,ENSSSCG00000011022,ENSSSCG00000001959,ENSSSCG00000025858,ENSSSCG00000007799,ENSSSCG00000014149
GO:0051918	1.92291144339721e-05	0.00154205091880176	5	6	negative regulation of fibrinolysis	BP	ENSSSCG00000004789,ENSSSCG00000011801,ENSSSCG00000038745,ENSSSCG00000040910,ENSSSCG00000004038
GO:2000379	1.96011669715625e-05	0.00154693654258109	8	17	positive regulation of reactive oxygen species metabolic process	BP	ENSSSCG00000033327,ENSSSCG00000001987,ENSSSCG00000008522,ENSSSCG00000037066,ENSSSCG00000004789,ENSSSCG00000013252,ENSSSCG00000000033,ENSSSCG00000001565
GO:0005859	2.07870367330753e-05	0.00157106079772915	6	8	muscle myosin complex	CC	ENSSSCG00000003218,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000015747
GO:0071688	2.07870367330753e-05	0.00157106079772915	6	8	striated muscle myosin thick filament assembly	BP	ENSSSCG00000003218,ENSSSCG00000003693,ENSSSCG00000030681,ENSSSCG00000028052,ENSSSCG00000000866,ENSSSCG00000015747
GO:0030198	2.08547893503869e-05	0.00157106079772915	20	79	extracellular matrix organization	BP	ENSSSCG00000003344,ENSSSCG00000011959,ENSSSCG00000010283,ENSSSCG00000005593,ENSSSCG00000011609,ENSSSCG00000004789,ENSSSCG00000006651,ENSSSCG00000011496,ENSSSCG00000016848,ENSSSCG00000014117,ENSSSCG00000029570,ENSSSCG00000012022,ENSSSCG00000027801,ENSSSCG00000010071,ENSSSCG00000026425,ENSSSCG00000024750,ENSSSCG00000025858,ENSSSCG00000023611,ENSSSCG00000011928,ENSSSCG00000004012
GO:0034372	2.43095972891709e-05	0.00180398981674265	5	6	very-low-density lipoprotein particle remodeling	BP	ENSSSCG00000015067,ENSSSCG00000040689,ENSSSCG00000028350,ENSSSCG00000004596,ENSSSCG00000040631
GO:0006000	2.71081544197097e-05	0.00195987047502195	6	9	fructose metabolic process	BP	ENSSSCG00000031174,ENSSSCG00000008556,ENSSSCG00000011133,ENSSSCG00000038300,ENSSSCG00000010947,ENSSSCG00000032556
GO:0006869	2.71985242913343e-05	0.00195987047502195	14	47	lipid transport	BP	ENSSSCG00000017257,ENSSSCG00000030921,ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000013512,ENSSSCG00000001411,ENSSSCG00000040689,ENSSSCG00000007435,ENSSSCG00000008595,ENSSSCG00000008051,ENSSSCG00000009179,ENSSSCG00000003086,ENSSSCG00000006355,ENSSSCG00000011831
GO:0006641	2.88852049446524e-05	0.00205167484264017	10	27	triglyceride metabolic process	BP	ENSSSCG00000015067,ENSSSCG00000015069,ENSSSCG00000040643,ENSSSCG00000015105,ENSSSCG00000016634,ENSSSCG00000040910,ENSSSCG00000025020,ENSSSCG00000036449,ENSSSCG00000009179,ENSSSCG00000023611
GO:0016126	3.07636826582686e-05	0.0021543243686889	7	12	sterol biosynthetic process	BP	ENSSSCG00000032768,ENSSSCG00000013004,ENSSSCG00000009931,ENSSSCG00000005970,ENSSSCG00000008857,ENSSSCG00000006535,ENSSSCG00000036808
GO:0034375	6.14894513417667e-05	0.00422693547635644	6	11	high-density lipoprotein particle remodeling	BP	ENSSSCG00000015069,ENSSSCG00000001411,ENSSSCG00000028350,ENSSSCG00000007435,ENSSSCG00000004596,ENSSSCG00000006355
GO:0004497	6.20607984259896e-05	0.00422693547635644	16	64	monooxygenase activity	MF	ENSSSCG00000007463,ENSSSCG00000016199,ENSSSCG00000023320,ENSSSCG00000006702,ENSSSCG00000000856,ENSSSCG00000000046,ENSSSCG00000003891,ENSSSCG00000025686,ENSSSCG00000010546,ENSSSCG00000001901,ENSSSCG00000022092,ENSSSCG00000010780,ENSSSCG00000010488,ENSSSCG00000024537,ENSSSCG00000023472,ENSSSCG00000003006
GO:0005518	6.45880062333422e-05	0.00433961577016456	13	42	collagen binding	MF	ENSSSCG00000011959,ENSSSCG00000033327,ENSSSCG00000000915,ENSSSCG00000000916,ENSSSCG00000027466,ENSSSCG00000011683,ENSSSCG00000017300,ENSSSCG00000002815,ENSSSCG00000014878,ENSSSCG00000000712,ENSSSCG00000009222,ENSSSCG00000023611,ENSSSCG00000017082
GO:0031995	7.03742751369308e-05	0.00461786575911598	4	5	insulin-like growth factor II binding	MF	ENSSSCG00000035392,ENSSSCG00000000261,ENSSSCG00000038783,ENSSSCG00000016728
